"","KC1","KC2","KC3","KA1","KA2","KA3"
"Stk25",2694203.845,0,2988334.609,5442155.032,5072719.254,8205984.611
"Stk3",824995.539,0,0,3093507.112,1639175.118,1315039.533
"Stk38",2866226.397,0,3996253.24,4470687.009,5873467.908,4342493.083
"Stk39",9796637.589,8775271.328,12269087.28,18200435.05,28243253.48,23936472.64
"Stmn1",22107093.25,18031222.95,13400187.42,44730262.22,31435515.69,42601396.66
"Stom",7830244.581,8173260.882,10129380.46,11160875.17,14690763.17,11892083.41
"Stoml2",50212319.56,32515708.21,29878418.63,27313489.36,34595903.68,36783717.97
"Strap",67132288.75,69125284.06,74780336.86,150961288.6,138881835.6,132068145.1
"Strip1",0,0,1731244.756,4145595.329,3371083.972,3690604.281
"Strn",0,0,1528586.422,5518943.998,4252280.674,4205409.918
"Strn3",6587585.378,6625549.402,6549853.525,10583235.05,11690127.92,23470774.49
"Strn4",0,0,0,1696228.501,1727134.557,1314966.198
"Sts",3180152.098,4883397.811,2942625.463,7451865.803,9034974.933,8551295.537
"Stt3a",45986113.77,46302891.12,64629672.7,59466831.69,59030012.86,70268082.72
"Stt3b",42700492.44,25009689.07,39288840.45,25221754.24,21514052.56,24478211.23
"Stub1",2888216.786,0,1887088.849,4943368.083,0,4659798.137
"Stx12",36691392.4,38824851.53,36800841.68,46063486.24,49685922.47,43257033.78
"Stx16",3331304.815,0,2190148.902,1952321.769,2253689.582,2005251.393
"Stx17",0,0,0,0,0,0
"Stx18",3281041.332,3137709.88,3427940.498,3189097.054,5193355.351,3595768.04
"Stx3",12703811.85,13142553.06,12420150.88,12190255.76,15810759.98,15644674.15
"Stx4",17243923.6,17242945.93,19748983.71,32694960.63,35279362.85,26243659.51
"Stx5a",0,0,2716327.185,0,3133009.492,2615716.801
"Stx7",76334572.73,75574939.63,75654698.05,98972930.19,92175696.07,101452745.8
"Stx8",1936873.437,5659861.073,2297416.881,6479521.98,3605696.5,3381343.28
"Stxbp1",2161298.635,2068191.501,0,2325456.236,0,0
"Stxbp2",67067696.78,75674027.7,82707239.88,102968394.1,86464236.06,93576505.51
"Stxbp3",33592370.4,23688601.37,34732971.14,41827975.58,50332256.17,47192409.21
"Sub1",29447409.53,29233574.95,25163631.1,78024668.86,60609284.27,72344149.53
"Sucla2",987937173.5,944690755.1,873670014,618404309,640580412.8,626174203.7
"Suclg1",1661750592,1668304030,1696770418,1170012941,1241972258,1249070801
"Suclg2",1197851148,1168182079,1212987650,888168416.4,929418988.6,959494869.9
"Sugct",148165717.4,135808088.5,147938177,32145749.05,42530156.31,39062870.09
"Sugt1",25370594.87,18665607.12,25874680.79,53825770.87,60261631.66,62200863.42
"Sult1a1",0,1314994.6,3171544.792,11164180.3,8921247.695,6801865.826
"Sult1b1",11097218.21,13833975.57,12438403.06,8446028.017,6900445.747,7412114.776
"Sult1c2",171847165.8,153770988,175789872.6,145272844,135713244.1,106474450.4
"Sult1d1",1234793709,1176748722,1183489507,543532654.5,511123516.4,533975371.6
"Sult1e1",4313441.016,2695900.737,1186302.915,794141.9204,3006968.274,0
"Sult2a1",59209483.11,60276900.58,54965974.04,1886627.029,69527440.7,0
"Sult2a2",1808258.708,1445800.329,1580010.481,0,0,1084059.93
"Sult2a8",1971719.036,765095.5031,1869657.151,2802928.339,1727844.819,6825301.305
"Sult5a1",0,0,0,0,0,0
"Sumo2",6440376.82,14485766.93,16632969.3,56841203.78,53098894.42,41099977.12
"Sumo3",13343817.67,15571841.09,13994679.92,10834989.63,12437020.59,11248834.21
"Sun1",1286007.693,2379114.498,520424.9023,7744444.857,4327749.206,6185876.227
"Sun2",0,0,0,4342422.423,4449900.691,4306305.353
"Suox",318533942.6,276017720.1,266601263,156730418.2,151425840.6,166974641.3
"Supt16",28224780.54,36886005.94,24596068.03,44613378.93,39002646.1,38357809.21
"Supt4h1a",1652979.476,1806097.928,2296731.049,11735694.2,10910460.78,10438504.27
"Supt5h",8290793.363,8314303.979,9396093.369,26230879.55,21842106.52,21899797.25
"Supt6h",0,0,0,2239755.495,0,2283725.237
"Supv3l1",7290785.117,11373552.55,10055927.98,6822164.386,7328822.421,9309256.543
"Surf1",15066975.09,17339106.33,18222054.41,9088436.654,10638858.05,10274873.7
"Surf4",12910164.47,7730141.319,8853409.013,5327924.269,3688166.003,5735198.329
"Susd2",270135956.6,255710025.9,246660542.7,123170501.7,95167936.97,129160712.7
"Swap70",0,0,0,4589870.687,3352098.419,4602489.922
"Syap1",14927674.86,16975177.29,20143924.83,25753455.67,20878748.85,26717262.01
"Sympk",1759177.785,1657727.54,2006996.501,3509756.791,1278141.468,2272889.64
"Syncrip",29474140.77,30772964.2,24646854.98,94637588,88324584.1,84207798.33
"Syne2",12747969.17,16016382.86,21692574.56,34855975.63,38010386.86,36009413.26
"Syngr2",13603759.25,10810478.82,9233535.712,14427059.95,12948155.2,14972170.99
"Synj2bp",0,0,1160006.547,0,0,0
"Synpo",14149819.7,5860925.985,6018601.341,60942231.46,51829260.22,60242422.45
"Synrg",237495.9829,243596.4143,446494.4619,1687843.75,1361552.823,1545545.688
"Sypl1",94055034.49,88511016.17,90489144.55,57767894.25,69037680.01,53405507.42
"Sypl2",6992734.029,1481340.783,6702495.682,0,0,0
"Szrd1",0,0,0,2983112.366,0,9364271.614
"Tacc1",0,0,0,5890194.509,2212956.802,4422526.922
"Taco1",101783991.1,94422582.1,113824086.8,39197035.93,49408796.71,55098767.7
"Tacstd2",3102011.157,2998242.232,6959957.072,61978502.86,40644559.72,40840084.9
"Taf15",15956.16691,220253.9838,0,1363914.261,1283589.156,904234.734
"Tagln",138866097.8,172138469.1,139478883.5,397398337.4,378203142.6,355500881.6
"Tagln2",647375972.6,574649317.3,590964263.6,1827886801,1732852223,1774430075
"Taldo1",604481127.8,565908992.9,617062231,1065358722,973660253.3,1028418598
"Tamm41",0,818224.8231,0,2598855.473,1686124.355,1948899.319
"Tanc1",3441875.071,2317977.451,2546558.918,3800809.047,2141286.02,2491209.135
"Tango2",19986971.18,11092213.42,15138662.85,14190733.51,7001773.87,14104757.46
"Taok3",0,2029230.183,2056215.696,7437750.971,6477503.832,5248921.028
"Tap1",1349652.148,1006453.619,1336053.089,58367421.39,52567928.81,51962419.87
"Tap2",47585644.61,48787141.11,49394088.1,88561584.8,80641719.78,85001233.98
"Tapbp",12387786.77,10490285.54,20315916.97,178942465.6,175283241.8,152194135.6
"Tapbpl",0,0,0,4665686.548,3916898.387,3706076.957
"Tapt1",0,924669.6028,1155681.667,1710217.098,1740012.983,0
"Tardbp",131158694.2,129197898.4,138298130.4,233106516.5,223075534.5,201538338.7
"Tars1",61867238.11,49650526.31,62933925.05,110678055,101830940,102256144.7
"Tars2",21721929.31,41191038.99,31981127.43,10571405.36,12007265.26,10983684.92
"Tat",5406864.065,11349516.71,12341321.45,0,6523514.289,2215651.34
"Tatdn1",3744915.731,4527162.851,0,4076149.571,4312393.056,4538138.758
"Tax1bp3",6140522.338,6612909.767,5665536.315,22756256.94,23446425.93,22643643.36
"Tbc1d1",10952915.8,12421598.27,11615309.98,19980279.08,15378598.23,16436768.62
"Tbc1d10a",31559541.86,32264778.94,29848089.36,25676896.69,27424175,26211894.68
"Tbc1d10b",2158136.74,1817283.073,1614494.481,5978354.78,4701176.979,5037084.779
"Tbc1d13",7703389.261,7857043.521,6133406.429,8269398.338,4258302.538,3456000.864
"Tbc1d15",5797674.761,8128407.491,0,4210932.912,4373751.597,4792677.901
"Tbc1d22a",0,0,0,1014959.214,1269696.033,900039.8822
"Tbc1d22b",0,0,0,0,0,481463.661
"Tbc1d8b",415999.3279,606100.1913,786633.5406,1166442.554,1274659.674,1372157.634
"Tbc1d9b",5213437.136,3193124.346,2863706.134,10339139.08,12017876.94,6619268.592
"Tbca",49183446.63,49737571.16,52351305.72,104056908.1,106865702.8,95980640.64
"Tbcb",14496548.97,12889588.32,15161977.86,28107090.36,22248242.7,26454919.21
"Tbcc",1663780.44,0,0,2545748.768,2640712.7,3189275.189
"Tbcd",4700323.054,8654531.242,7953607.572,14762073.02,11076614.97,11598701.02
"Tbce",0,0,1659647.041,1991228.244,1644983.827,1707020.03
"Tbcel",16474132.47,17344017.88,13686544.14,11993829.85,11045347.18,11931331.33
"Tbl1x",3125644.195,1565073.547,3225483.979,10617886.37,9549657.267,12759445.95
"Tbl2",72229647.71,67521908.05,81024102.85,146257635.7,130831696.2,121342398
"Tbrg4",7736458.041,8344905.778,15540785.27,17574669.15,9081530.12,18462228.81
"Tcaim",4968124.462,3624201.865,4292163.528,5032276.721,5280189.739,5679664.339
"Tcea1",23984033.33,22189257.22,19217266.92,46493879.35,48661892.64,47672056.97
"Tcea3",1927798.739,1796789.065,1533178.651,0,1591202.992,1339376.88
"Tcerg1",2152726.407,5544733.772,4454976.743,37097407.7,29078418.22,22431183.19
"Tcirg1",0,688462.6823,0,7483023.826,5720405.178,5728440.867
"Tcn2",12135317.11,9596464.045,12149406.46,20572309.24,14810354.49,17043246.7
"Tcof1",4695067.662,0,2644099.141,7413052.309,6858659.864,7030327.72
"Tcp1",191649932.9,202206891.1,171383157.5,383712068.7,318322014.5,349969609.6
"Tdo2",7084630.579,4581041.822,6766926.955,19520329.3,22372865.25,19508962.36
"Tecr",123520727.2,123790172.6,127523063.1,89595476.21,79108309.04,91854370.1
"Tefm",1658751.159,1397752.324,0,1848512.685,1536981.379,2262158.852
"Tes",9465215.475,11584000.2,6544044.153,58901885.5,53468252.91,47489292.42
"Tesc",0,0,0,1663530.711,1768648.395,1628993.595
"Tex264",8536490.448,8439179.249,7438833.84,1013618.91,4037592.35,2608208.764
"Tex9",8695509.951,10039520.31,0,0,0,0
"Tf",2212999087,2431288239,2501598491,2019753460,3720985130,2836159531
"Tfam",68201264.88,70366222.34,69235463.86,43402847.99,46566170.03,48192400.23
"Tfcp2",3491838.905,3585618.936,3269193.739,0,0,0
"Tfg",52903670.78,43043277.93,33430275.98,58201176.01,50794451.32,51303791.66
"Tfip11",0,0,0,0,5112158.763,6235169.393
"Tfr2",995694.488,2854122.66,3136918.714,1681515.746,1126740.07,0
"Tfrc",8586840.375,6932674.515,10212411,2874060.318,10276421.03,11588118.87
"Tgfb1i1",1572608.271,1286435.637,0,8105205.185,6495313.126,8670007.456
"Tgfbi",90593368.07,81837152.88,93790333.15,188782929.6,155883170,141393967.3
"Tgm1",159466430.5,161789989.8,143741291,18805149.95,23035677.91,46417216.69
"Tgm2",594202828.5,587752875,539019643.6,1063069699,945727257.3,1017387887
"Tgoln1",1583072.321,0,775257.8478,0,0,1340877.778
"Tgtp2",7933089.018,8494012.186,7375628.699,178765920.8,148842842.1,166240070.6
"Tha1",24461219.21,23446562.16,21367830.43,23789287.98,27830611.52,26745735.5
"Thap4",27583144.21,15153780.81,15230069.02,42558493.94,48951990.35,43205888.87
"Thbs1",30488502.86,27260191.37,29182079.13,225994785.8,181211124.4,209496864.5
"Them4",17723800.36,17740930.61,17265918.65,3994051.265,5225560.763,5867018.693
"Them6",0,2408088.946,0,11382408.77,11937831.39,7496312.119
"Them7",37274909.31,33792772.31,33774180.78,513675.0903,0,0
"Thnsl1",0,0,0,1532214.525,1686887.617,0
"Thnsl2",452858475.9,436590049.8,426549202.7,196839832.1,175831571,193639644
"Thoc1",0,1606072.374,0,5257006.784,2287022.989,2178880.476
"Thoc2",343131.1902,333794.6721,0,998442.7816,0,0
"Thoc5",1975708.708,2582679.173,2467321.167,2718780.003,3120719.707,2188177.178
"Thoc6",0,0,0,2032250.527,1813703.941,1436041.43
"Thop1",9103996.361,13015185.27,10312369.35,81979244.6,60348698.92,56495988.3
"Thrap3",40200950.01,41584204.34,41149804.98,115874229.3,103624913.3,83875588.91
"Thrsp",0,0,0,0,3987389.453,0
"Thsd7a",0,0,0,0,4113131.55,0
"Thtpa",0,0,1655530.75,1655036.485,3091954.098,2111075.727
"Thumpd1",1898672.896,0,0,3218520.17,5612554.692,5592657.847
"Thumpd3",985878.9144,739668.1674,1031482.357,4681084.486,3300672.023,3508790.933
"Thy1",1747214.573,0,0,65052989.78,45347551.53,50277725.99
"Thyn1",4614728.225,0,3129594.885,27566781.64,26003492.61,22360116.49
"Tial1",9549384.374,7685356.163,7063407.248,25877978.82,21324985.25,27411074.51
"Timm10",11436856.16,12191621.31,10078619.57,0,0,0
"Timm10b",6705178.147,4309529.551,4327824.346,4877623.992,3097281.191,1267854.463
"Timm13",97905414.84,94153926.63,83837908.63,81018108.86,79467076.84,80755228.76
"Timm17b",4741511.152,5481912.655,5517852.234,5658014.29,5986577.252,5342481.821
"Timm22",6168890.353,5527336.372,5534253.817,4042288.659,4415028.724,4223172.318
"Timm23",14964153.56,17447673.23,19217405.8,18008772.84,21247814.42,31646588.13
"Timm29",3627018.273,0,3198061.149,7269799.218,5631132.37,11597152.63
"Timm44",88949995.23,83902564.43,90596387.77,43919941.42,56699567.43,56985468.79
"Timm50",81574183.96,87114650.97,82115360.41,59274672.12,64733813.17,58970072
"Timm8a1",72228721.12,74296256.05,72545110.18,51782797.77,48827900.21,47302864.1
"Timm8b",34066049.23,35908932.69,36653735.29,29728522.52,27503200.47,32855386.12
"Timm9",109230920.9,106256383.8,73043476.6,67713724.06,66879670.19,65973091.74
"Timmdc1",2129116.737,2111065.827,1898143.058,1811687.965,1866412.854,2082700.9
"Timp3",3868000.084,3132414.301,3635967.052,0,0,0
"Tinag",875128294.2,866364655.1,852229291.4,1289514086,1183056397,1247991784
"Tinagl1",73785648.89,94957508.62,110280935.1,401850684.5,425080253.8,416824340.6
"Tiprl",78059497.8,77981780.91,33350489.46,25275112.62,24603300.54,27144361.5
"Tjp1",53419692.08,47394319.76,55344236.2,154348190,124918864.6,113638906.2
"Tjp2",86042738.35,96734982.41,103133074.1,204584387,197469875.8,246643759.1
"Tjp3",0,0,0,3249844.4,2468331.562,0
"Tkfc",1136149749,1067693970,1171727233,675591032.3,690125678.6,843232348.1
"Tkt",1605477190,1523533291,1583458469,4198807301,3629477558,3712632402
"Tlcd4",0,0,0,0,0,0
"Tln1",1023057608,970067413.9,985417196.6,1977095212,1840581939,1753455471
"Tln2",70267017.88,78352347.37,99873042,184710888.2,205365394.2,168176265
"Tm4sf4",0,0,0,0,0,0
"Tm6sf2",3025143.344,0,3450255.292,0,1552303.604,0
"Tm7sf2",0,0,0,0,0,0
"Tm9sf1",2120036.235,2052990.722,2313842.958,0,0,0
"Tm9sf2",39259842.21,30087442.87,24621053.28,55084810.2,53360845.57,54034843.61
"Tm9sf3",31209508.51,24493145.56,29195126.74,29398288.58,28120165.52,27434287.38
"Tm9sf4",15907201.57,15923779.64,13501403.17,20331752.52,12658556.52,20749456.02
"Tma7",9933177.291,10205005.83,11191773.05,25975863.61,22924180.1,26254525
"Tmbim6",5948102.944,4516161.496,5743163.978,4081496.423,3930601.143,3969058.746
"Tmco1",30358030.06,20229370.01,18178061.53,19498157.35,20125412.48,20588270.96
"Tmed1",1235185.994,1218784.603,913866.846,2072328.771,1881140.931,2594711.067
"Tmed10",149168396.5,160221908.3,143529073.4,231890877.1,244781932,228824804.5
"Tmed2",47550423.31,46919783.34,51281045.36,81697877.49,59086512.49,64702039.03
"Tmed3",0,0,2046835.431,2379149.823,1703666.98,1957881.529
"Tmed4",37831852.13,38022709.14,42031665.17,36555165.28,33337939.65,36812137.76
"Tmed5",13599755.06,12010625.25,7883711.537,27994844.78,27049228.89,23111247.71
"Tmed7",93649317.4,97937104.77,100256380.3,107740361,108284121.6,106647157.8
"Tmed9",22155149.68,23604924.7,23501221.32,50523884.19,53283113.69,51279613.08
"Tmem106b",4893807.791,0,0,3190476.467,2483864.637,0
"Tmem109",20027613.51,24847939.35,23255318.48,36184566.03,28143747.16,27039928.63
"Tmem11",17393872.53,19167546.98,18866245.58,18294520.01,16726712.66,15828921.86
"Tmem120a",15503077.72,12600423.18,16124308.9,8345787.714,8795455.862,6611435.044
"Tmem126a",24981825.21,21840181.9,17791553.89,10336453.88,15742819.74,9980783.425
"Tmem126b",0,0,0,0,0,0
"Tmem135",0,0,0,0,0,0
"Tmem14c",0,0,2640457.356,0,0,2314167.503
"Tmem160",7842006.958,17437287.95,8996323.544,23334066.78,26885188.34,21341880.88
"Tmem167a",0,4059581.591,1077914.401,5916794.153,5630634.623,5678512.764
"Tmem175",4949555.374,4254125.112,4656109.35,0,0,3849773.953
"Tmem176a",0,0,0,3733010.869,0,3203933.58
"Tmem186",2873682.73,2128844.514,3161943.739,1636453.794,2179943.96,2065008.415
"Tmem19",7925851.925,7183806.373,17819890.03,9623844.936,8005214.936,9307700.042
"Tmem201",4955744.154,7586188.614,5032713.998,8075833.947,7583218.202,7365299.041
"Tmem205",43343346,36439082.26,40065252.58,9244043.399,6359576.409,8852634.835
"Tmem214",30950279.94,24212164.45,26256589.68,13937009.05,13972336.8,17671541.51
"Tmem229a",3078531.915,2999101.013,1888701.803,0,0,0
"Tmem254c",0,0,0,0,0,0
"Tmem256",37080303.48,40211125.4,33106766.32,22422678.08,20044012.08,22530178
"Tmem258",6841498.992,5790541.613,6309683.839,5352672.813,5299592.193,6128710.375
"Tmem30a",25996902.66,28434448.56,27347167.41,9488051.978,8631745.22,6530338.164
"Tmem33",62707190.68,43392122.77,57997405.8,45717726.12,41201466.54,47378397.08
"Tmem38b",0,0,0,0,0,0
"Tmem41b",3917419.601,3112716.4,3266507.74,4098776.189,0,4023054.6
"Tmem43",2213022.183,1782969.919,4739068.752,89910238.93,78365972.39,84058488.61
"Tmem65",4178911.041,3522113.035,2938834.89,1697782.435,1153267.867,1284757.362
"Tmem86b",0,0,0,0,0,0
"Tmem87a",0,0,0,7037653.983,5549988.142,2718321.234
"Tmem9",7874533.713,5993669.494,6895040.089,5879315.642,5615374.489,5158588.495
"Tmem97",0,926450.0725,0,0,0,0
"Tmem9b",2734765.536,0,2123298.197,3326276.076,4243704.785,2413789.646
"Tmigd1",11323609.53,11459299,11564511.16,2171650.974,4612530.322,2522037.202
"Tmlhe",22099198.36,19741020.86,24048869.48,33378088.93,26177163.05,23056792.09
"Tmod3",68946280.2,62308031.18,52703233.08,148106970.5,124425831.1,136266613.5
"Tmpo",36649370.49,39294110.08,44264764.52,137100696.2,128679384.6,160936216.2
"Tmsb4x",0,0,1867675.81,127292981.6,110180970.4,121119375.5
"Tmtc3",0,0,0,5374567.823,3941530.574,3587528.933
"Tmx1",13229564.57,11090599.27,19158844.81,26769836,27301406.96,25305656.72
"Tmx2",25412131.26,29036298.25,28898584.56,21030119.53,23829663.72,18890462.39
"Tmx3",8534459.951,9961120.884,5923214.243,33951410.16,36758598.06,29795388.67
"Tmx4",2228789.047,3615610.611,2240498.809,7637154.387,1955897.41,4566561.081
"Tnc",73085840.36,73052171.18,66299211.39,182039746.2,171194520.2,176617869.2
"Tnfaip8",33539962.64,14334941.79,31993695.18,23214068.82,33365157.99,29827938.14
"Tnks1bp1",1844110.469,4569993.227,2980407.029,16638794.89,11569486.19,13552092.91
"Tnnc2",0,0,0,0,0,0
"Tnni2",0,0,0,0,0,0
"Tnnt3",0,0,0,0,0,0
"Tnpo1",139265517.4,162789379.9,134134375.8,348923751.7,301044836.5,310416749.1
"Tnpo2",0,0,2645547.933,16938073.33,7937727.249,9549120.196
"Tnpo3",6464094.315,3019900.397,5028471.329,16249990.46,15100836.9,16976406.71
"Tns1",452746270.9,371651158.1,416438791.1,346216702,339481422.8,366647035.7
"Tns2",11987597.53,8032230.006,11896675.01,21730275.93,18086977.21,15624182.9
"Tns3",1928904.325,0,2181585.782,11669764.68,6417679.626,10514974.84
"Tnxb",1146757.479,1750135.071,0,6143680.063,7053968.202,1999173.705
"Tollip",7991218.37,8329608.326,6681167.162,26314435.49,27538642.65,28619083.41
"Tom1",6961197.552,10044555.01,8445243.617,23485784.04,26844685.49,24407302.72
"Tom1l2",19397877.01,18631714.04,19300904.2,31217416.85,26168642.73,26502991.14
"Tomm20",18410317.19,17299421.45,17124133.44,14086467.24,15739538.94,13350781.56
"Tomm22",42182294.93,37733571.1,36415062.48,44038930.75,44134671.21,42403719.52
"Tomm34",9108759.592,8901864.629,7624687.874,22344325.6,11341379.06,18773250.23
"Tomm40",78092048.68,65149321.17,65378755.02,78916729.7,57720595.93,77902912.16
"Tomm40l",3371664.297,3459519.971,3110980.896,2863461.59,0,0
"Tomm5",11785354.31,10696549.91,9103440.26,13383429.11,11824015.24,13637551
"Tomm6",5968813.868,6033948.362,5243045.982,5180528.02,6397463.021,6972703.366
"Tomm7",10683476.33,18593001.53,15000659.23,15862326.8,17113194.76,19269680.95
"Tomm70a",133679687.4,116987130.4,120028636.9,122605036.9,132822159.6,132677835.7
"Top1",31288164.44,30928588,23105170.41,74011027.42,55486069.72,64472100.18
"Top2a",0,0,0,0,1280438.425,1109116.695
"Top2b",11072792.52,6848306.087,12127521.74,23605998.81,25800630.38,25884172
"Tor1a",0,0,0,0,0,0
"Tor1aip1",8714177.394,3401255.437,9708559.89,45747933.38,16751595.13,21038820.81
"Tor1aip2",6605540.658,12350281.95,8796855.81,13083377.02,14583514.77,15951086.99
"Tor1b",1212284.593,0,1342558.324,3697368.959,10136134.69,3327817.201
"Tox4",0,0,2396415.537,0,2246921.866,0
"Tpd52",52833457.41,52096020.98,47421167.41,124352933.7,110004338.2,112786930.9
"Tpd52l1",0,0,3435895.829,6046406.759,0,0
"Tpd52l2",18294404.26,14311831.01,19945262.27,39261241.65,35365116.61,36007765.56
"Tpi1",3168490441,3230987435,3451449950,3014597590,3036539147,3205048253
"Tpk1",59213628.1,56358065.96,67164928.95,25273703.94,23256063.95,26185494.83
"Tpm1",0,3971066.228,0,24104299.98,23640651.59,19050978.19
"Tpm2",104389229.2,114353055.1,116199194.3,178523469.9,165077610.2,156453419.9
"Tpm4",268673673.3,283477611.2,246237838,890505131.4,841014757.6,860207184.3
"Tpmt",222114215.5,250128032.8,217202982.3,31543201.43,30152474.47,26768676.19
"Tpp1",189974572.6,168642685.4,194538924.3,395647318.2,309182696.8,379794447.9
"Tpp2",71751155.48,73389474.35,67923866.58,81193232.36,93176831.09,90066769.96
"Tpr",27658569.52,28982699.35,34206223.76,69435477.94,68858061.83,60591724.37
"Tprkb",2538491.709,2965831.761,3954147.836,4597720.234,3875110.712,1829951.309
"Tpt1",218984709.3,201505562.8,238225775.6,602013636.9,577646630.4,555270871
"Tra2a",4863677.619,4195024.83,3791197.623,12421821.29,10850818.75,12506123.74
"Tra2b",38287781.7,31390565.1,58644153.73,99602343.09,97236631.1,95924968.85
"Trabd",3842655.441,3242896.494,8526232.035,9842309.514,7156412.734,3745626.064
"Tradd",0,0,0,0,0,0
"Traf2",0,0,493306.0649,0,2929236.261,2112566.746
"Tram1",2316818.106,0,913342.7009,5033160.503,4184362.707,6146232.885
"Trap1",781472187,766931582.6,729791538.8,490856732.5,482524268.8,529242321.2
"Trappc1",1659448.203,0,1206633.566,2313941.535,1801752.516,1958968.002
"Trappc11",923951.944,920300.648,0,1073468.64,956273.6175,1208221.819
"Trappc12",37675353.07,36974938.39,39557475.4,78309196.25,61804297.57,71976698.9
"Trappc13",1357661.579,1140318.51,837057.2559,2841804.419,2282833.622,1827099.476
"Trappc2l",3036940.543,2594851.579,3263024.645,5959752.934,5154544.298,3473053.599
"Trappc3",14726573.27,14627761.72,12272228.63,21944640.05,15768138.37,13386463.67
"Trappc4",2093458.022,1952210.981,1605335.298,7082651.554,6599680.281,8175400.994
"Trappc5",4216984.666,4280836.937,4751221.542,6395648.396,6321075.167,6230813.115
"Trappc6b",7574427.843,9027693.943,7667958.957,12425016.55,27895182.37,11725542.75
"Trappc8",45767142.7,46342051.89,38354909,12788693.2,12190532.43,8670819.207
"Treh",24419595,22494277.76,25512786.47,9820219.365,8142156.461,9136081.148
"Trex1",0,0,0,4762310.318,8351944.259,9160023.069
"Triap1",10763781.71,6594304.888,7685184.216,6982243.38,11230801.21,11415534.97
"Trim14",2352802.739,1771477.205,1893957.976,3265416.727,2805518.052,2524584.042
"Trim25",30803803.17,21514096.55,15274342.27,42214956.31,35461721.83,37879935.17
"Trim28",62683256.31,64975687.49,61053048.42,209386471.3,181890523.7,175805418.7
"Trim47",3988804.231,5282127.766,0,14756211.12,8857303.444,8088445.798
"Triobp",0,1638693.977,0,2565841.629,2142444.228,1428846.618
"Trip10",1431853.626,0,0,7371820.387,3533302.782,6844629.263
"Trip12",0,0,0,1804300.461,1415003.107,1841223.371
"Trip6",6185212.988,4124041.066,7598518.406,8725445.59,9263209.186,9733277.984
"Trmt10c",1675456.069,943344.0486,1321855.443,0,0,3023783.759
"Trmt112",10707893.31,11413092.81,12267155.77,21895238.2,20257227.4,20597847.07
"Trmt5",7709615.764,14184074.03,13823810.99,44029189.47,58459956.21,34847869.49
"Trmt6",0,0,0,1909923.532,1292324.815,1801506.441
"Trnt1",10125412.11,11087448.91,12136666.85,44736294.8,40667162.13,41520697.73
"Trp53rkb",2085990.006,1935867.668,1806224.985,10708012.67,10588429.19,4039003.13
"Trps1",213886.3698,295742.2142,0,162527.0512,0,184872.0926
"Trpv4",13969692.95,12844776.29,13392708.68,7448228.385,6042828.001,6252247.587
"Try10",25443753.26,33010333.31,19888141.02,9574554.294,9743042.597,7875911.157
"Tsc22d1",7074130.944,7272025.918,5823201.952,24665159.15,26258297.17,26071918.52
"Tsfm",99625546.28,98407046.15,78042596.46,70367228.2,61415608.64,51586454.66
"Tsg101",16229716.38,6495130.053,6413756.983,14627611.72,19125981.11,24278718.57
"Tsn",29272249.13,24583041.77,31351714.59,79717445.91,71784053.91,73296132.71
"Tsnax",13363031.69,8113159.707,5421973.498,34444761.01,32870004.28,26437084.62
"Tspan14",5153193.745,4517937.814,5080125.541,4602757.815,3773484.747,3879868.163
"Tspan31",4741980.939,4579635.747,4791498.498,8375592.595,9066539.343,8710379.588
"Tspan33",1820121.732,1694298.813,2045647.474,0,0,0
"Tspan4",0,0,0,1579571.995,1525619.237,1247213.378
"Tspan8",24896158.22,32520529.67,36465066.28,164153607.5,152758472.1,147616508.4
"Tspan9",10466599.94,10218031.69,5656756.007,12071870.93,11057093.26,10605786.14
"Tspo",30659987.43,36771906.24,31436170.34,21658988.65,26237828.1,25807297.39
"Tsr1",4216644.239,3899809.835,4810342.704,2336070.66,2314069.273,2956425.226
"Tsr2",6431927.995,5208838.095,7734686.54,8280460.506,6500654.301,8148317.193
"Tst",272813670.2,253154153.2,215983198.3,101806755,100653751.6,101651163.2
"Tstd1",16902405.05,18960508.91,21447112.22,18262047.82,16449851.07,22526341.02
"Tstd3",0,0,0,1714763.305,1350950.103,0
"Ttc1",2049142.163,4352004.647,4063009.096,5368938.704,6396859.528,3826925.344
"Ttc26",0,0,150678.421,0,319942.6026,0
"Ttc36",25707610.43,22911312.55,24461347.38,5114270.341,3767645.826,0
"Ttc37",3236020.335,0,2917396.928,1654928.872,3097130.51,3346920.404
"Ttc38",124929210.2,120005714.6,128492964.7,114158704.4,101379173,104647392.9
"Ttc39c",5077438.849,2479590.469,2210942.398,5944770.415,5615211.646,7614700.68
"Ttll12",22240306.03,19149921.68,17017419.58,39072230.12,35543035.3,37557196.99
"Ttll7",0,0,0,0,0,0
"Ttpa",5362236.721,5586130.652,3254864.763,7476290.711,936849.9759,1111592.861
"Ttr",306863539.3,365730854.3,437074759.2,484408803.1,618873600.2,552218987.9
"Tuba1a",12947812.75,0,12775520.16,59040646.12,65300031.23,55617804.35
"Tuba1c",46016795.09,37502538.25,34425663.2,81820659.81,71535299.25,74308057.95
"Tuba4a",632804834,598108230.1,595087152.2,614427890.6,585221209.8,632405805.5
"Tubal3",25117539.42,28268063.83,23458303.7,19762532.81,21592374.94,22515422.84
"Tubb2a",32438224.55,25172936.06,29339463.61,75656725,75454657.06,72647305.61
